"Category Name","Course Name","First Instructor Name","Course Description","# of Students Enrolled","# of Ratings"
business,"Estilos de Liderazgo: opciones para avanzar en desafíos complejos","Maite Careaga Tagüeña","Liderazgo es una palabra que se usa para muchas cosas diferentes y a veces opuestas. Cuando la gente intenta concertar una definición, hay una tendencia general a recurrir al modelo heroico del liderazgo, de un hombre con características especiales y en un puesto directivo que convence a otros de seguirlo hacia su visión. Este modelo es atractivo, pero limitado y obsoleto para la mayoría de los desafíos que nos importan hoy en día. El “modelo heroico” suele ser muy útil para solucionar problemas que no requieren cambios en las personas involucradas en solucionarlos, pero es menos útil o incluso factible para progresar en la solución de problemas difíciles de definir, en situaciones en que hay mucha incertidumbre, y cuando parte importante del problema son las decisiones hábitos y miedos de la propia gente (tú incluida/o) que necesita trabajar para llegar a la solución.En este curso vamos a preguntarnos ¿qué concepción de liderazgo y qué tipo de habilidades son útiles para el complejo y cambiante mundo en el que vivimos?, ¿cómo se aprenden estas habilidades?, ¿para qué tipo de desafíos es necesario el liderazgo?, ¿qué recursos de poder y formas de autoridad hacen parte del liderazgo y cuáles no?, ¿qué riesgos tiene la práctica del liderazgo?, ¿cómo te proteges?.
 
Vamos a invitarte a que, en el espacio virtual y en tu vida real, adquieras una perspectiva potente, unas “Gafas Efectivas” para mirar el mundo complejo en el que vives, diagnosticar los desafíos que te importan y planear intervenciones para avanzar en ellos. En otras palabras, el curso te acompaña en el proceso de adueñarte de una metodología de diagnóstico e intervención, que llamamos Espiral de Liderazgo Consciente, que te va ayudar a identificar y caracterizar:

1. Tus propósitos
2. Los desafíos y oportunidades que enfrentas para llegar a ellos
3. Los aspectos técnicos de estos desafíos/oportunidades, que tienen que ver con reglas, dinero, conocimiento, expertos y autoridades formales
4. Los aspectos humanos y sistémicos de estos desafíos/oportunidades: que tienen que ver con las personas interesadas y afectadas, sus valores, miedos, las facciones que forman y a veces pelean entre sí, la probabilidad de que sean aliados o detractores
5. Tus recursos formales e informales (y desafíos internos) que afectan el tema que quieres avanzar, y los riesgos del liderazgo que probablemente enfrentarás

Todo ello para que planees intervenciones y experimentos de avance, y reflexiones sobre cómo protegerte (pensando en el sistema, haciendo alianzas, reflexionando en la acción, escuchando a las facciones, gestionando tus emociones, etc)
 
Vamos a invitarte también a observar y profundizar tu habilidad para estar presente y para reflexionar y aprender antes, durante y después de hacer alguna intervención dirigida a mejorar tus resultados personales o de grupo. En otras palabras, vamos a acompañarte a profundizar en tres herramientas que llamamos “Estoy Aquí”;  “Subir al Balcón” y “Parada para respirar” que tienen que ver con meta-observar al mundo, a ti mismo en el mundo y a tu mundo interior y encontrar la respuesta a preguntas como: ¿cómo te sientes cuando estás intensamente presente en una actividad (o en un sistema en el que quieres intervenir para cambiar los resultados)?, ¿cuáles son los mecanismos por los que se dispersa tu atención y las justificaciones que te das a ti mismo para dejar de estar presente?, ¿qué está pasando en el mundo externo?, ¿qué está pasando en tu interior?.
 
Estos objetivos de aprendizaje implican que el curso al que vas a entrar no está diseñado de forma convencional, como clases magistrales en las que un experto te “enseña” conceptos, sino que el rol de los profesores en este curso es el de diseñar oportunidades de aprendizaje para ti, y acompañarte a que reflexiones sobre ellas.
 
""Estilos de Liderazgo: Opciones para Avanzar en Desafíos Complejos"" (https://www.coursera.org/learn/estilos-liderazgo/home/welcome) es el primero de cuatro cursos que componen el programa especializado en ""Liderazgo Efectivo para el Siglo XXI"" (https://www.coursera.org/specializations/liderazgo-efectivo). Los otros tres cursos son: ""Autoliderazgo y Gestión de Emociones para Avanzar en Desafíos Complejos""; ""Comunicación, Experimentación y Aprendizaje en Liderazgo""; y ""Liderazgo para el siglo XXI"". Puedes tomar todos los cursos por separado o sólo uno de ellos, sin embargo te recomendamos que te inscribas y participes en los cuatro, ojalá en el orden que te proponemos.

En general, todo el programa está dirigido a cualquier persona interesada en conectarse con sus propósitos y profundizar sus habilidades para progresar en desafíos personales y colectivos muy complejos. Es especialmente útil para personas en mandos medios y altos en organizaciones públicas, privadas y no gubernamentales (ONGs). También para líderes comunitarios, activistas y en general gente que trabaja con personas y que necesita desarrollar o profundizar habilidades y herramientas para crear, a partir de grupos con opiniones e intereses diversos comunidades que trabajan juntas para avanzar en los temas que les importan. Va a ser útil, también, para personas interesadas en aprender a mejorar los resultados que observan en su esfera de vida más personal.",34814,1585
business,"Liderazgo efectivo para el siglo XXI Specialization","Take Courses","Some related experience required.En este curso vamos a preguntarnos ¿qué concepción de liderazgo y qué tipo de habilidades son útiles para el complejo y cambiante mundo en el que vivimos?, ¿cómo se aprenden estas habilidades?, ¿para qué tipo de desafíos es necesario el liderazgo?, ¿qué recursos de poder y formas de autoridad hacen parte del liderazgo y cuáles no?, ¿qué riesgos tiene la práctica del liderazgo?, ¿cómo te proteges?.
 
Vamos a invitarte a que, en el espacio virtual y en tu vida real, adquieras una perspectiva potente, unas “Gafas Efectivas” para mirar el mundo complejo en el que vives, diagnosticar los desafíos que te importan y planear intervenciones para avanzar en ellos. En otras palabras, el curso te acompaña en el proceso de adueñarte de una metodología de diagnóstico e intervención, que llamamos Espiral de Liderazgo Consciente, que te va ayudar a identificar y caracterizar:

1. Tus propósitos
2. Los desafíos y oportunidades que enfrentas para llegar a ellos
3. Los aspectos técnicos de estos desafíos/oportunidades, que tienen que ver con reglas, dinero, conocimiento, expertos y autoridades formales
4. Los aspectos humanos y sistémicos de estos desafíos/oportunidades: que tienen que ver con las personas interesadas y afectadas, sus valores, miedos, las facciones que forman y a veces pelean entre sí, la probabilidad de que sean aliados o detractores
5. Tus recursos formales e informales (y desafíos internos) que afectan el tema que quieres avanzar, y los riesgos del liderazgo que probablemente enfrentarás

Todo ello para que planees intervenciones y experimentos de avance, y reflexiones sobre cómo protegerte (pensando en el sistema, haciendo alianzas, reflexionando en la acción, escuchando a las facciones, gestionando tus emociones, etc)
 
Vamos a invitarte también a observar y profundizar tu habilidad para estar presente y para reflexionar y aprender antes, durante y después de hacer alguna intervención dirigida a mejorar tus resultados personales o de grupo. En otras palabras, vamos a acompañarte a profundizar en tres herramientas que llamamos “Estoy Aquí”;  “Subir al Balcón” y “Parada para respirar” que tienen que ver con meta-observar al mundo, a ti mismo en el mundo y a tu mundo interior y encontrar la respuesta a preguntas como: ¿cómo te sientes cuando estás intensamente presente en una actividad (o en un sistema en el que quieres intervenir para cambiar los resultados)?, ¿cuáles son los mecanismos por los que se dispersa tu atención y las justificaciones que te das a ti mismo para dejar de estar presente?, ¿qué está pasando en el mundo externo?, ¿qué está pasando en tu interior?.
 
Estos objetivos de aprendizaje implican que el curso al que vas a entrar no está diseñado de forma convencional, como clases magistrales en las que un experto te “enseña” conceptos, sino que el rol de los profesores en este curso es el de diseñar oportunidades de aprendizaje para ti, y acompañarte a que reflexiones sobre ellas.
 
""Estilos de Liderazgo: Opciones para Avanzar en Desafíos Complejos"" (https://www.coursera.org/learn/estilos-liderazgo/home/welcome) es el primero de cuatro cursos que componen el programa especializado en ""Liderazgo Efectivo para el Siglo XXI"" (https://www.coursera.org/specializations/liderazgo-efectivo). Los otros tres cursos son: ""Autoliderazgo y Gestión de Emociones para Avanzar en Desafíos Complejos""; ""Comunicación, Experimentación y Aprendizaje en Liderazgo""; y ""Liderazgo para el siglo XXI"". Puedes tomar todos los cursos por separado o sólo uno de ellos, sin embargo te recomendamos que te inscribas y participes en los cuatro, ojalá en el orden que te proponemos.

En general, todo el programa está dirigido a cualquier persona interesada en conectarse con sus propósitos y profundizar sus habilidades para progresar en desafíos personales y colectivos muy complejos. Es especialmente útil para personas en mandos medios y altos en organizaciones públicas, privadas y no gubernamentales (ONGs). También para líderes comunitarios, activistas y en general gente que trabaja con personas y que necesita desarrollar o profundizar habilidades y herramientas para crear, a partir de grupos con opiniones e intereses diversos comunidades que trabajan juntas para avanzar en los temas que les importan. Va a ser útil, también, para personas interesadas en aprender a mejorar los resultados que observan en su esfera de vida más personal.",19548,
business,"Foundations of Digital Marketing and E-commerce","Google Career Certificates","This is the first of seven courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the roles and functions that those jobs play within an organization. You’ll also learn about the marketing funnel and how it shapes the customer journey. Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, and helping you build your skills and prepare for the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Define the fields of digital marketing and e-commerce
- Describe the job responsibilities of an entry-level digital marketing coordinator and e-commerce analyst (and similar job titles) 
- Summarize how this program will help prepare you for a career in digital marketing and e-commerce
- Identify the roles and functions that digital marketing and e-commerce play within an organization
- Understand the customer journey and the function of journey maps
- Explain the concept of a marketing funnel
- Understand the elements and goals of a digital marketing and e-commerce strategy",206175,3662
business,"Meta Social Media Marketing Professional Certificate","Build the Skills to Get Job Ready","This course lays the foundation of social media marketing. You’ll learn what social media marketing entails, including the history and the different social media channels that exist. You’ll learn how to select a social media channel that fits your needs, set goals and success metrics, and determine who your target audience is.By the end of this course, you will be able to: 
• Understand the landscape of traditional, digital, and social media marketing
• Understand how to become certified as a Digital Marketing Associate 
• Understand the major social media platforms, how they function, and what role they play in marketing
• Create SMART goals and identify KPIs
• Define your target audience and their customer journey
• Choose the right social media platforms and learn how to create social media policies

Whatever level of knowledge you start with, this course will help you build a solid foundation for social media marketing and gain applicable skills that will allow you to make your social media marketing efforts more successful and noticeable.

Learners don't need marketing experience, but should have basic internet navigation skills and be eager to participate and connect in social media.  Learners must have a Facebook account and an Instagram account helps.",150490,
business,"Digital Marketing Specialization","Take Courses","No prior experience required.This course will begin with an exploration of the key differences between the Analog and the Digital and then examine four ways in which the Analog World has been affected by the Digital Revolution: Domination, Resistance, Synergy, and Transformation. This course will contain several examples of each of these concepts and explore their implications for both marketers and consumers. This course will also employ a variety of learning techniques, including video lectures, case studies, hands-on exercises, and interviews with leading marketing scholars. The learning approach will be highly interactive; you will have the opportunity to engage in a variety of hands-on activities and be a member of a rich learning community. I hope you will join us in this learning adventure.

Upon successful completion of this course, you will be able to:
-Understand the key differences between Analog and Digital and the implications of these differences for marketing.
-Understand the four ways in which the Analog is being affected by the Digital Revolution.
-Develop and apply critical thinking skills regarding the role of both the Analog and the Digital upon both firms and consumers.
-Learn several real-world examples of various strategies for successful marketing of Analog products and services in an increasingly Digital world.

This course is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/.",22244,
business,"Meta Marketing Analytics Professional Certificate","Build the Skills to Get Job Ready","This course lays the foundation of marketing analytics. You’ll learn the basic principles of marketing. You’ll learn the role analytics plays in digital marketing and how data is collected and managed for marketing. You will also learn basic privacy regulations that govern the online marketing space as well as common challenges when working with marketing data. By the end of this course you will be able to:
• Describe how data and measurement inform a marketing action
• Describe the basic principles of marketing
• Identify why measurement and analytics matter in digital marketing
• Describe how data is collected and related to digital marketing
• Explain the significance of the privacy regulations that govern the online marketing space
• Describe the Meta pixel and how it is created on the Meta platform
• Describe how information is recorded on mobile devices
• Explain how an API connects data captured offline to an online platform
• Describe common platforms for online data management and evaluation
• Navigate Google Analytics and Meta Ads Manager reports

Regardless of your current marketing and analytics experience, this course will help you build a solid foundation for incorporating data into your marketing efforts. 

Learners don't need marketing or data analysis experience, but should have basic internet navigation skills and be eager to participate.",28348,
business,"Search Engine Optimization (SEO) Specialization","Take Courses","Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.You will be introduced to the foundational elements of how the most popular search engine, Google, works, how the SEO landscape is constantly changing and what you can expect in the future. You discuss core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from Google. We hope this taste of SEO, will entice you to continue through the Specialization!",126362,
business,"Social Media Marketing Specialization","Take Courses","No prior experience required.While the course can be audited for free, paid learners will receive additional content beyond the course basics. For MOOC 1, the toolkit includes a special video from Alessandro Acquisti on Big Data and a set of studies done by IBM on engagement and social marketing strategies with bottom-line profits. 

This course has been designed to give you the tools, insights, knowledge, and skills to immediately impact your organization. In addition, we will help you network with thought leaders in social.  After completing this course, you and your organization’s staff will be able to position, engage, and grow relationships with the consumers of highest value to you.

Today, we are living in a period of massive disruption. New technologies are changing the way people engage with each other and with the organizations that interest them. This course will start you on the path to growing your own social strategy using effective, proven methodologies.

Additional MOOC 1 faculty include: 
* Judy Ungar Franks (President, The Marketing Democracy, Ltd. & Lecturer, Medill Integrated Marketing Communications, Northwestern)",90741,
business,"Marketing in a Digital World","Aric Rindfleisch","This course examines how new digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 500,000 learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).You will be able to: 
•	Understand how digital tools are changing the nature of marketing
•	Explain how digital tools allow consumers to take a more active role in product development, promotion, placement, and pricing activities
•	Obtain a new set of concepts, tools, and stories to enhance your digital marketing efforts
This course is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/.",541086,16474
business,"Introduction to Marketing","Barbara E. Kahn","Taught by three of Wharton's top faculty in the marketing department, consistently ranked as the #1 marketing department in the world, this course covers three core topics in customer loyalty: branding, customer centricity, and practical, go-to-market strategies.You’ll learn key principles in

- Branding: brand equity is one of the key elements of keeping customers in a dynamic world in which new startups are emerging constantly. 
- Customer centricity: not synonymous with customer service, customer centricity starts with customer focus and need-gathering. 
- Go-to-market strategies: understand the drivers that influence customers and see how these are implemented prior to making an investment. 

Complete this course as part of Wharton's Business Foundations Specialization, and you'll have the opportunity to take the Capstone Project and prepare a strategic analysis and proposed solution to a real business challenge from Wharton-governed companies like Shazam and SnapDeal or to a challenge faced by your own company or organization. Wharton-trained staff will evaluate the top submissions, and leadership teams at Shazam and SnapDeal will review the highest scoring projects prepared for their companies.",329824,11794
business,"Marketing Analytics Foundation","Anke Audenaert","This course lays the foundation of marketing analytics. You’ll learn the basic principles of marketing. You’ll learn the role analytics plays in digital marketing and how data is collected and managed for marketing. You will also learn basic privacy regulations that govern the online marketing space as well as common challenges when working with marketing data. By the end of this course you will be able to:
• Describe how data and measurement inform a marketing action
• Describe the basic principles of marketing
• Identify why measurement and analytics matter in digital marketing
• Describe how data is collected and related to digital marketing
• Explain the significance of the privacy regulations that govern the online marketing space
• Describe the Meta pixel and how it is created on the Meta platform
• Describe how information is recorded on mobile devices
• Explain how an API connects data captured offline to an online platform
• Describe common platforms for online data management and evaluation
• Navigate Google Analytics and Meta Ads Manager reports

Regardless of your current marketing and analytics experience, this course will help you build a solid foundation for incorporating data into your marketing efforts. 

Learners don't need marketing or data analysis experience, but should have basic internet navigation skills and be eager to participate.",34050,990
business,"Advanced Search Engine Optimization Strategies","Dave Lloyd","This course focuses on technical, mobile and social strategies for increasing site traffic. Learn how to build SEO for international audiences through content localization, global team alignment and optimizing for local search engines. Discover techniques to optimize mobile-friendly websites, get mobile apps discovered, and leverage social media to drive organic SEO traffic.  You will also learn how to identify key SEO metrics and collect, interpret, validate, and report success to your clients and stakeholders.",45642,498
business,"Introduction to the Digital Advertising Landscape","Chris J. Vargo","The digital advertising landscape is complex. There are many different types of ads, including: display, video, audio, sponsored, native, social media and search. Consumer data and the ad tech that action on that data are both ubiquitous and complicated. As a result the sheer number of options available to digital marketers is hard to comprehend and manage. This course covers the major forms of digital advertising, from basic display ads to search to cutting-edge programmatic advertising concepts. The Trade Desk, the leading programmatic advertising provider, joins us as our programmatic experts and offers an actionable roadmap on how small businesses can leverage state of the art advertising technologies to accomplish business objectives. In all, this course leaves students with an understanding of digital advertising in its various forms, and how to strategically identify digital advertising opportunities.",26948,326
business,"Search Advertising","Chris J. Vargo","Consumers search for virtually everything. This includes the things that small businesses do, from restaurants to bespoke products. When consumers search they get organic results along with paid results. Paid search ads are systematically designed to be relevant. As a result, they’re often useful at getting consumers where they want to go. Consumers don’t tune out paid search like other types of digital ads. Search ads can be a small business opportunity. While larger advertisers pay massive amounts to place their ads via search, we highlight smart ways small businesses can create their own tailored search campaigns on small budgets. 

This course shows small businesses how to create and execute search campaigns on Google Ads Search (formally AdWords). Through an introductory overview, students are guided through the official Google Ads Search training materials where they will ultimately earn an official Google Ads Search Certification. Beyond Google materials, practical campaign creation and optimization best practices and exercises are provided by real experts.",10290,78
